ID,Answer
1352,人口眾多
1353,威廉二世
1354,遵義會議
1355,
1356,君士坦丁大帝
1357,國際網球總會
1358,8月26日
1359,希臘
1360,朱棣
1361,外交手段
1362,1887年
1363,2008年
1364,畢達哥拉斯
1365,2010年
1366,1918年
1367,阿普伽新生兒
1368,魯宗
1369,為了進一步驅逐西班牙勢力
1370,大韓帝國
1371,
1372,生物動力學
1373,印度洋暖濕氣流
1374,太白山脈
1375,對中國在外蒙主權
1376,速度
1377,民國十八年
1378,太白山脈
1379,一萬兌一比率
1380,10名
1381,東北停戰協定
1382,1996年
1383,1985年
1384,18世紀
1385,顯示自己的獨立自主
1386,公元前三世紀
1387,啟德機場
1388,1971年
1389,1997年
1390,牛津大學默頓學院
1391,造園界先驅，也是庭園營造大師
1392,越南人
1393,1914年
1394,紀念廣島原子彈爆炸
1395,2300多種
1396,對能源的需求持續增長
1397,女性
1398,40倍
1399,1958年
1400,白色不透明
1401,1856年
1402,鳳伽異
1403,反革命事件
1404,王光美
1405,理察·科伯恩·麥克勞林
1406,
1407,1624年
1408,15%
1409,江青所騎[UNK]子
1410,奈及利亞被歸類為新興市場，並且正迅速接近中等收入國家的標準，該國有豐富的資源，以及發展良好的金融、法律、通訊和交通行業，還有非洲第2大的證券交易所。按購買力平價計算，2007年奈及利亞的[UNK]排在世界的第37位。奈及利亞
1411,美國人
1412,2000年
1413,
1414,農田
1415,低地方言德語
1416,2013年2月11日
1417,1973年
1418,部落衝突
1419,南開中學
1420,科學家
1421,10萬人
1422,明太祖
1423,抗佝[UNK]病維他命
1424,馬來-玻里尼西亞語族
1425,7歲
1426,預算限制放棄[UNK]後，歐洲太空總署決定自行研發太空船。1993年野心勃勃的樣本取回任務對於歐洲太空總署預算明顯地不切實際
1427,dictatorship
1428,中央政府
1429,元代
1430,43人
1431,限制性消化
1432,何無忌
1433,超級模特兒
1434,三層神經細胞
1435,志費尼
1436,中國共產黨
1437,
1438,1994年12月1日
1439,最高榮譽大獎
1440,錫克教
1441,1986年
1442,《安邦定國誌》
1443,水上人漁民，源自遠古百越族
1444,省級公園
1445,黨人
1446,伊斯蘭教
1447,徐樹錚
1448,明太祖
1449,《網球場宣言
1450,阿內加達島
1451,對空警戒
1452,外國不可能介入內戰
1453,南朝鮮
1454,葡萄牙
1455,公共救濟
1456,日本
1457,復讀生
1458,九龍灣
1459,南遷廣州
1460,阿拉伯宗教
1461,東漢開始，漢字開始有系統和大規模的傳入越南。到了越南陳朝
1462,11000間
1463,加拿大五大銀行
1464,共產國際
1465,漢諾威
1466,中央電視台高清綜合頻道
1467,石亭之戰
1468,《蘇蒙修好條約》
1469,主體史學
1470,心室底壁組織
1471,1683年
1472,1884年
1473,第二產業
1474,俄羅斯
1475,
1476,[UNK]
1477,社會主義市場經濟
1478,曹議金
1479,新幾內亞
1480,正德十一年
1481,中計受突擊
1482,奧地利
1483,亞穆納河
1484,孟加拉
1485,沙俄軍隊
1486,200萬立方公尺
1487,黑龍江
1488,1992年
1489,北角
1490,
1491,蔣中正
1492,大和國
1493,佛教
1494,聲音對基底膜的影響
1495,無性生殖
1496,魔鬼終結者2
1497,母親病危
1498,巴塞隆納奧運
1499,鬍鬚狀
1500,阿拉巴馬州
1501,猴祭及女性的鋤草祭
1502,[UNK]-15戰鬥機
1503,
1504,從2009年6月起，車站又開始了無柱雨棚的建設
1505,1980年
1506,1958年
1507,納戈爾諾-卡拉巴赫戰爭
1508,孟德爾遺傳模式
1509,路易斯一世
1510,《時代》
1511,極權主義
1512,《法蘭克福條約
1513,路易·勒沃
1514,
1515,活塞發動機
1516,
1517,東吳
1518,愛德華一世
1519,沒有花瓣
1520,1938年
1521,想取快錢
1522,獻縣張莊
1523,[UNK][UNK][UNK].[UNK]
1524,陸秀夫
1525,廣東人
1526,
1527,塘沽協定
1528,烏蘭烏德
1529,1897年
1530,胡錦濤
1531,2003年3月4日
1532,為了降低成本
1533,發展局
1534,杭州[UNK]橋機場
1535,勃艮地人
1536,國內穩定
1537,總督
1538,興王
1539,衛奕信
1540,非歐幾里得幾何
1541,2009年
1542,十景
1543,忽必烈
1544,花垣鎮
1545,未來以任何方式著陸埃歐的探測器都不需要安裝隔熱板來保護儀器
1546,惠金斯原理
1547,松花江
1548,波士頓理工
1549,較長
1550,2010年
1551,為了便於管理漢地
1552,喬托號
1553,
1554,烏里雅蘇臺將軍
1555,拿破崙為「社會主義皇帝」。聖西門主義
1556,9月21日
1557,蔡[UNK]
1558,中國
1559,《刑部大理寺狀》
1560,澳大利亞新南威爾斯州
1561,太陽運動
1562,天主教會
1563,羅馬共和國時期
1564,細毛
1565,韓國
1566,藍屋
1567,圖西族
1568,10萬人
1569,七千萬件
1570,張三祿
1571,
1572,百老匯出演
1573,劉琮
1574,高血壓
1575,北燕
1576,《中國郵政集團公司章程》
1577,旨在保護環境
1578,城市物質形態
1579,環境保護主義
1580,773年
1581,懷柔區
1582,七間
1583,因民間反應不佳
1584,光緒十年
1585,1970年代
1586,郵票的廣泛使用帶攜了集郵的興起。法國人喬治·赫品在1864年新造了一詞[UNK]來表示集郵者該詞來源於希臘語
1587,奧地利及瑞士
1588,
1589,加拿大
1590,七個
1591,安定
1592,德國郵政
1593,乾旱
1594,《內戰記
1595,台北都會區
1596,甲午戰爭
1597,因為政府採取反共措施
1598,1910年
1599,西里爾字母，因為它與希臘字母比較相近。現時，塞爾維亞語同時在使用拉丁字母
1600,1935年
1601,《英華字典
1602,8.6%
1603,浙江海商
1604,巴西
1605,歐洲聯盟
1606,圜丘壇和祈年壇
1607,法國
1608,加加林
1609,七年戰爭
1610,100米
1611,咖啡因中毒
1612,國民政府
1613,漢江
1614,
1615,狄托
1616,學權部
1617,1984年
1618,
1619,5位
1620,芽孢炭疽桿菌
1621,1945年
1622,金代
1623,米高梅
1624,1988年
1625,果敢
1626,英國在拉哥斯建立據點後，不斷向內陸擴張；1900年，南、北尼日尼亞均淪為英國「保護國」；1914年合併成為英國
1627,耶穌會
1628,20世紀之交，一戰前夕
1629,鐵鉉
1630,傑瑞·威斯特
1631,《義勇軍進行曲
1632,棉花
1633,卡洛·埃馬努埃萊一世
1634,郭沫若
1635,中國領土
1636,先來後到的土地分配衝突
1637,
1638,勒拿河
1639,厄德
1640,羅馬共和國中後期
1641,東漢時期傳入中國，由於當時儒教興盛
1642,對英態度強硬
1643,克里斯蒂安四世
1644,蒸汽輪機
1645,哈大客運專線
1646,亞熱帶常綠闊葉林
1647,1947年
1648,威廉一世
1649,
1650,約翰·莫根
1651,氧化緩慢
1652,1835年
1653,咖啡因
1654,中國應該統一
1655,1972年
1656,怯薛
1657,汪精衛
1658,英國文化、媒體和體育部
1659,
1660,直系
1661,水牛城勇士
1662,孫中山
1663,七月初六
1664,訪客觀賞區
1665,殖民政策
1666,[UNK]染色體
1667,
1668,16世紀
1669,潮濕的大陸性氣候帶
1670,配子
1671,騎士團
1672,孟郊
1673,佩德納萊斯河，德克薩斯州石牆郡
1674,皖系軍
1675,清廣東水師提督關天培都是楚州人
1676,1964年
1677,1967年
1678,主人
1679,哲布尊丹巴
1680,孟懷玉
1681,將原「布政司署」改稱為「政府總部
1682,1861年2月9日
1683,1599年閏3月3日
1684,漢字
1685,安托萬·拉瓦錫
1686,伊斯蘭教
1687,壓力梯度
1688,管叔鮮
1689,參議院
1690,城市信封
1691,
1692,皖浙贛獨立團
1693,德川家康
1694,經濟蕭條
1695,世族
1696,1853年
1697,新加坡
1698,民國34年
1699,1270年
1700,電路傳導飛控命令為基礎上開發，更重要的是可以有多部電腦介入飛控系統
1701,三個
1702,孫中山
1703,蒙古帝國
1704,漢武帝
1705,江河級
1706,2017年
1707,21473平方公里，其中市區面積約330平方公里
1708,傳教士
1709,颶風
1710,世界氣象組織
1711,玻璃器皿
1712,黃河流域
1713,旭烈兀
1714,約700家
1715,第九屆中國溧陽茶葉節
1716,全市綠化比例高
1717,收到十二道金牌班師回朝
1718,澳大利亞
1719,和林哈拉
1720,民國三十六年11月21日至23日依憲法規定舉行第一屆中華民國國民大會代表選舉，民國三十七年1月21日至23日則舉行第一屆中華民國立法委員選舉；同年3月29日
1721,西元3268年
1722,2010年
1723,青島海軍基地
1724,前涼
1725,日本各[UNK]鐵路公司的票務櫃臺
1726,周恩來
1727,
1728,西方遊客
1729,視網膜神經節細胞
1730,黎元洪
1731,迪群股份有限公司
1732,中華民國台灣
1733,第二次世界大戰
1734,1961年
1735,白光
1736,陳誠
1737,1966年
1738,奈特·麥克米蘭
1739,無佛像時代
1740,1977年
1741,白色
1742,自由聯合
1743,奈特·麥克米蘭
1744,英國
1745,使公民的人身權利不經審判被剝奪，同時沒有救濟的渠道
1746,《劃一現行各道地方行政官廳組織令》
1747,漢玄菟郡
1748,1948年
1749,蒸汽膨脹
1750,隋[UNK]帝
1751,石碇區石碇里
1752,日本
1753,美國心臟學會
1754,澳大利亞甚至世界1/4的人口都在大英帝國
1755,《八篇書
1756,英法
1757,奧伊彭-馬爾默迪地區
1758,路易
1759,合作派
1760,思覺失調症
1761,泰晤士河爆發大惡臭
1762,1個
1763,1990年代
1764,阿弗剌昔牙卜
1765,24%
1766,高麗國
1767,後現代主義
1768,1828年
1769,媒體維基」一名
1770,大會
1771,西安招待所
1772,公元前12年
1773,湯瑪斯傑佛遜
1774,安太歲習俗，不少民眾在新春期間
1775,郵值標籤
1776,席哈克略皇帝
1777,1989年
1778,宙斯
1779,農耕節
1780,俄國革命
1781,為了制衡德軍
1782,李[UNK]
1783,
1784,敵我矛盾交織，反對把一切矛盾都上升為敵我性質
1785,
1786,西塞羅句法
1787,一百億年
1788,會稽虞氏
1789,英國
1790,木星
1791,愛滋病毒
1792,1993年
1793,外蒙古
1794,張聞天
1795,嶄露頭角
1796,法家
1797,五個省
1798,通古斯地區過於偏遠
1799,安大略湖
1800,urwagwa
1801,
1802,劉駿
1803,於瑞詩凱詩結束峽谷河段，在赫爾德瓦爾附近進入恆河平原
1804,浮動匯率制度
1805,英國
1806,史都華依然故我
1807,意識形態
1808,七歲
1809,法國
1810,1928年
1811,5個
1812,黑體輻射
1813,曼哈頓
1814,清咸豐年間
1815,君士坦提烏斯
1816,師承
1817,彌生人
1818,甲醇
1819,高句麗
1820,牛隻列印問題
1821,重慶國
1822,異族統治
1823,中國
1824,1590年
1825,1941年
1826,細胞核
1827,將閥門的操作自動化
1828,俄國發生十月革命
1829,俄羅斯
1830,為了維護毛的權威，仍然參與到以空前的高調呼籲對毛的個人崇拜的浪潮中來
1831,幅員遼闊，選舉人數超過三百萬
1832,1943年
1833,多倫多市
1834,顯性文明
1835,超過9倍太陽質量
1836,愛倫·坡
1837,一種非常常見的無味無臭的非金屬，純的硫是黃色的晶體
1838,資產負債表
1839,德川家康
1840,日本
1841,+1.41
1842,無法續用「臺北」之名作為升格後的名稱，臺北縣政府因而對外徵求改制後的新市名，並舉行網路投票
1843,北·韓國」與「南·韓國
1844,1789年
1845,公爵博物館
1846,泰勒斯
1847,32.8%
1848,塞拉耶佛事件
1849,鮑羅廷
1850,義大利
1851,金合歡
1852,13倍
1853,黃埔軍校
1854,《紅樓夢》
1855,1932年
1856,1970年
1857,滇軍在雲南
1858,14世紀末至20世紀初
1859,電子郵票
1860,儒字
1861,曼努埃爾一世
1862,剛果民主共和國、盧安達和蒲隆地交界，南與馬拉威和莫三比克
1863,馬克思主義
1864,成熟階段
1865,
1866,吠陀梵語
1867,1950年代
1868,羅伯特·波義耳
1869,湯·韋迪加
1870,麥羅沃州
1871,
1872,民用航太
1873,30%
1874,中國通俗文化
1875,腓特烈二世
1876,義大利
1877,2000年
1878,1932年
1879,《天國的階梯》
1880,路易-菲利普登基
1881,戈翁
1882,吳兆南相聲劇藝社
1883,《古魯·格蘭特·薩希卜》
1884,1865年
1885,周叔蓮
1886,1924年
1887,德國財政局
1888,200萬立方公尺
1889,楊宇霆
1890,法國
1891,詹姆斯·史都華
1892,周恩來
1893,清朝沒有誠意
1894,後續效應有害
1895,藍營
1896,國務會議
1897,洛厄爾天文台
1898,加拿大式雙打
1899,三名
1900,中日甲午戰爭
1901,金門
1902,電氣化鐵路
1903,《容齋隨筆》
1904,2007年
1905,中華民國實業部
1906,1966年
1907,多倫多
1908,京大校園
1909,約翰·洛克菲勒
1910,1960年代末
1911,1815年
1912,埃德溫·哈勃
1913,胡季[UNK]
1914,
1915,議會制
1916,1977年
1917,穆拉維約夫起草的東西伯利亞喇嘛教則例
1918,莫斯科
1919,五分之一
1920,畢生代表作
1921,魔獸英雄傳
1922,克倫威爾路
1923,典災難片
1924,日本
1925,在美國硫酸是所有生產得最多的化合物
1926,克萊蒙梭
1927,水門事件
1928,中山港大橋擴建工程，翠亨快線，斯364線
1929,閻錫山
1930,1997年
1931,托爾金
1932,龍興之地
1933,因開放市場的需要
1934,阿伊努人
1935,1937年
1936,3.8%
1937,納粹德國國防軍
1938,艾森豪
1939,270萬平方公里
1940,
1941,
1942,二二八事件
1943,
1944,澎湖
1945,亞硫酸
1946,理學
1947,1998年
1948,2016年11月
1949,毛澤東
1950,1950年
1951,高輻射的環境
1952,維基媒體
1953,二氧化碳
1954,1939年
1955,清朝末年
1956,城堡
1957,哲學原理研究
1958,1998年縮水7%之後，在1999年迅速增長9.5％。2001年8月15日
1959,第六次全國人口普查，全市常住人口
1960,
1961,1455年
1962,鄧穎超
1963,代表宇宙秩序
1964,傳統音樂
1965,
1966,奧地利
1967,土耳其
1968,恢復市場的功能，以邁向生產力理論
1969,北非的希波大會
1970,直轄市
1971,1834年
1972,淋巴液
1973,斷罰出征，並全征燒埋銀
1974,1901年
1975,五歲
1976,蘿蔔糕
1977,農歷新年
1978,
1979,音速巡航
1980,1312年
1981,1888年
1982,
1983,以色列
1984,明懿安後外傳
1985,兩個
1986,對日抗戰
1987,1989年
1988,元武宗
1989,天文學家
1990,毛澤東
1991,英國
1992,國際非政府組織
1993,1991年
1994,中部科學園區
1995,台北市立體育場
1996,朱友貞
1997,1945年至1992年
1998,1928年
1999,收容遣送制度
2000,中國國民黨
2001,文末
2002,狄拉克
2003,金黃飽滿
2004,滿蒙獨立運動
2005,
2006,共產黨
2007,矽燃燒過程
2008,劉少奇
2009,瑞士洛桑國際管理學院
2010,1950-1980
2011,著陸
2012,有感於本人對基本人權的認識
2013,丹尼爾奧爾特加左派社會主義政府。民主黨沒能阻止雷根
2014,幾何學
2015,1998年1月1日
2016,《風之國度
2017,蠻族事務局
2018,布里亞特喇嘛阿格旺多傑
2019,首席的元老
2020,11世紀
2021,阿普列尤斯
2022,德國人、義大利人和來自東歐的猶太人
2023,光度
2024,克萊斯勒貸款法案
2025,省務會議
2026,1610年1月7日
2027,荷蘭
2028,伊斯蘭教
2029,1835年
2030,六四天安門事件
2031,衛星將地面基站發射的微波訊號遠距離傳輸，最終用戶使用定向天線
2032,通俗的
2033,數百萬克耳文
2034,伯利恆修道院
2035,2000年
2036,1987年
2037,洪堡
2038,1847年
2039,唐睿宗
2040,1966年開始的「文化大革命」中，田漢被打成「右派」，於1968年
2041,不動產
2042,根據設立的主體不同
2043,林肯總統
2044,風景怡人
2045,元末民變
2046,促進了曼尼托巴省的農業發展
2047,
2048,1599年
2049,3個
2050,香港國際機場
2051,吸引選票
2052,段祺瑞
2053,普魯士
2054,高句麗
2055,日本
2056,
2057,學會部
2058,林肯總統
2059,科什圖尼察
2060,
2061,婦女投票權
2062,500毫升
2063,古代
2064,民國四年
2065,蒙古人
2066,正德十一年
2067,閏盤。閏盤
2068,
2069,經濟學人智庫
2070,劉少奇
2071,當旭烈兀得知蒙哥於南征南宋時去世的消息
2072,瀧川
2073,莫高窟
2074,電穿孔細胞
2075,參見明朝皇帝
2076,2次
2077,1924年
2078,梁啟超
2079,期貨合約
2080,洋馬兒
2081,敗壞
2082,1米93
2083,鹿兒島
2084,香港主流傳媒
2085,坡度較高
2086,《煙霧消除法
2087,威廉·赫歇爾
2088,男女性未婚人口比一度去到，香港女性的擇偶條件變得非常高，很多香港本土非逃港者
2089,柏拉圖
2090,教法
2091,空中武力
2092,巴斯克人
2093,阿爾卑斯山
2094,炮兵連
2095,1957年
2096,劉[UNK]
2097,一億光年
2098,1995年
2099,紅矮星
2100,日語
2101,阿爾法級別
2102,19世紀
2103,草本
2104,涵元殿
2105,奧斯卡·赫特維希
2106,1971年
2107,英國
2108,徐世昌
2109,免疫
2110,民國18年
2111,俄羅斯人
2112,1913年
2113,法國東部
2114,灣仔
2115,拉丁語
2116,美國人
2117,畢達哥拉斯
2118,愛格思海金斯公司
2119,雪山寶貝
2120,第53
2121,大糞坑
2122,主教座堂
2123,一次世界大戰時期
2124,安眠藥
2125,史坦波中心
2126,《科學怪人》
2127,富蘭克林·德拉諾·羅斯福
2128,[UNK]-16
2129,日本
2130,布政司署
2131,江蘇淮安
2132,朱齡石成功
2133,中共中央副主席
2134,毒氣
2135,細胞膜
2136,普洱專區
2137,僱傭安定
2138,英國倫敦溫布頓
2139,《皇明祖訓》
2140,1569年
2141,三菱重工業長崎造船廠
2142,申城
2143,德川家
2144,河川
2145,岩石圈
2146,1841年
2147,反托拉斯法
2148,1925年
2149,1926年成立
2150,德國
2151,亞熱帶
2152,1968年
2153,日本
2154,《戡亂建國教育實施綱要》
2155,朝鮮半島分裂前的官方語言韓國
2156,卡拉恰伊湖
2157,王藍
2158,南成旭
2159,
2160,最低層
2161,漢字
2162,絲綢之路
2163,5642米
2164,殺蟲劑中毒
2165,寮國
2166,產業工會聯合會
2167,積水潭
2168,君士坦丁八世
2169,南奧塞提亞自治區
2170,浮動匯率制度
2171,農業
2172,每年春天
2173,以黑龍江為基本界限劃清
2174,漢馬伏波
2175,
2176,美國
2177,
2178,恭順
2179,艾瑪·史東
2180,一大批來自原第三帝國東部的難民想要在這個地緣遼闊的邦找到棲身之地
2181,聯邦在內戰中取勝
2182,玉泉北路
2183,1789年
2184,280天
2185,旅遊業
2186,柏拉圖
2187,質學院
2188,2007年
2189,國家歷史文化名城
2190,
2191,一省
2192,道里根加河
2193,非婚生
2194,小學
2195,最佳演唱團體獎
2196,
2197,防火能力
2198,精神醫學
2199,機炮
2200,山口鐵五郎
2201,威尼斯雙年展的一部分，在影展期間會頒發最高榮譽金獅獎。威尼斯影展創辦於1932年，是世界上歷史最悠久的影展，與德國柏林影展
2202,接合
2203,第三心音可能出現在小孩、年輕的成人或懷孕晚期的女性身上。第四心音
2204,李白
2205,羅馬帝國過去兩、三百年間世襲制度
2206,韓國海關
2207,奧地利
2208,1994至2009年
2209,1888年
2210,新鋪鎮炭廠寺
2211,吠陀梵語
2212,東晉之前的早期漢傳佛教佛經譯籍將「真如」漢譯為「本無」，學者一般認為這是受道家老子思想
2213,伸展台
2214,印第安納大學俱樂部
2215,雷達吸波
2216,1971年
2217,新建大肚橋
2218,勞力密集工業
2219,東芝
2220,新北市
2221,川本芳昭
2222,伊斯蘭哈里發軍隊
2223,15%
2224,商業貿易
2225,公開支持
2226,2002年
2227,620年
2228,民國2年2月25日
2229,第一公民
2230,現代主
2231,天主教
2232,美利堅聯盟國
2233,泰特里庫斯
2234,1949年11月至1951年12月
2235,1858年
2236,數學科幻
2237,心室底壁組織
2238,菲律賓
2239,湯瑪斯·勃蘭契特·瑞德
2240,周恩來
2241,超音速
2242,[UNK]-51戰鬥機
2243,繩文時代新石器時代
2244,民國27年
2245,模擬別人的言行
2246,1897年
2247,李察·賓特利
2248,印尼
2249,康熙四十八年
2250,荊州
2251,爾法學院
2252,28個
2253,克里米亞戰爭
2254,重慶機
2255,北京
2256,1945年
2257,永曆帝
2258,世稱恭順
2259,1972年
2260,2013年
2261,史達林
2262,佳木斯
2263,1918年
2264,主序
2265,非金屬類材料
2266,阿拉貢王國
2267,聯合國人權委員會
2268,庫里爾台大會
2269,電漿態的氫
2270,頭先
2271,賓夕法尼亞州大學
2272,二氧化碳
2273,穀類作物
2274,毛奇
2275,
2276,後代
2277,澳大利亞相連，後由於海平面上升，使兩者被海水分隔，形成了今日的托列斯海峽。雪山山脈和馬勒山脈橫貫全島，海拔4000公尺以上；最高峰查亞峰高達5030公尺，南部的里古-弗萊平原為最大平原，沿海多沼澤和紅樹林。地處赤道南側，東南沿海屬熱帶草原氣候
2278,王白駒
2279,劉備
2280,第三心音
2281,咸康七年
2282,噴射發動機
2283,道格拉斯
2284,玉米
2285,
2286,三個女孩和兩個男孩
2287,25年
2288,松花江
2289,夏洛特
2290,宋理宗
2291,喬托號
2292,2017年
2293,南北韓高級別會談
2294,紅水河
2295,新蒙古人種
2296,斯芬·佩斯
2297,20世紀70年代初
2298,大道東
2299,
2300,副熱帶濕潤氣候
2301,1200萬名
2302,督憲
2303,2008年
2304,29.48萬人
2305,1998年
2306,鞏高峰
2307,杜篤瑪
2308,12個
2309,西伯利亞
2310,科大
2311,焦爾達諾·布魯諾
2312,國際網球協會
2313,河西
2314,風刺
2315,官僚主義者階級
2316,刺史
2317,雙循環泵
2318,1180年
2319,16歲
2320,嗜賭者自殺
2321,雷焦卡拉布里亞國家考古博物館
2322,阿克爾自治市
2323,香港人
2324,都市計劃
2325,西班牙
2326,布爾人
2327,胎兒與產婦的健康狀況
2328,校園一卡通
2329,第18
2330,金礪
2331,二氧化碳
2332,外國人
2333,孫中山
2334,金銀珠寶
2335,10世紀
2336,1939年
2337,供寄遞郵件貼用的郵資憑證
2338,噪聲
2339,可貴
2340,漾水河
2341,蘇維埃社會主義共和國聯盟
2342,音樂
2343,《四十二章經》
2344,薩沃亞家族
2345,勒拿河
2346,海因利希・弗格勒
2347,第2套
2348,景洪市
2349,《韓國憲法》
2350,為爭取陽光
2351,《失落的故事集
2352,1918年
2353,200米
2354,原始宗教
2355,1區
2356,博物學
2357,杭州
2358,戰鬥機
2359,1970年
2360,馮特
2361,彰化市民代表會
2362,法國大革命時期
2363,明朝
2364,2013年
2365,朱德
2366,英國人
2367,漢武帝時期
2368,1963年
2369,東經116度27分
2370,英籍工程師
2371,主語+謂語+賓語
2372,主序帶
2373,量子光學
2374,德國財政局
2375,1938年
2376,2014年
2377,向海的方向則有戰後1950年代至1960年代香港紅燈區所在地的駱克道、謝斐道，至今仍然有不少酒吧及一些夜總會位於這兩條街道附近
2378,2007年
2379,法國
2380,大陸上的戰事
2381,國家銀行
2382,為了鞏固自己及子孫的統治
2383,蒙古語
2384,甲醇
2385,元太宗
2386,15625億日元
2387,印度教
2388,沙阿摩訶末時期
2389,918年
2390,北非作戰階段
2391,公有制
2392,1987年
2393,工程化核酸酶
2394,金軍
2395,互射十二碼一役
2396,雙打線內
2397,心室底壁組織
2398,王朗
2399,40年
2400,2901.3平方公里
2401,新北市
2402,郭守時
2403,高等學校新生入學考試制度
2404,因靠近中國大陸的大陸型氣候
2405,科大校歌
2406,19世紀
2407,檀君古朝鮮
2408,清順治帝
2409,楊亨燮
2410,清宣宗時代
2411,蒙漢兩元政治
2412,黑色貝雷帽
2413,三國史記
2414,四次
2415,林彪
2416,文化發展狀態
2417,1972年
2418,錫克教
2419,感染
2420,社會輿論
2421,1603年
2422,一分
2423,阿卡蓋拉國家公園
2424,2015年
2425,減低阻力
2426,新石器時代
2427,孔齊
2428,古列爾莫·馬可尼
2429,1958年
2430,
2431,近1/3的通貨膨脹
2432,1829年建造的火箭號。1820年代
2433,環境地政局
2434,35%
2435,天主教
2436,釀酒業包括葡萄酒和啤酒，食品業
2437,1959年
2438,1994年
2439,大片柏樹
2440,
2441,仙台市
2442,史和平
2443,裝飾
2444,哈爾濱
2445,1967年
2446,義和團事變
2447,混合苦膽的酒
2448,建文二年
2449,關島組織法
2450,2008年
2451,第五次調整
2452,米蘭·內迪奇
2453,19世紀晚期
2454,商業貿易中徵收的關稅和貿易稅。東羅馬首都君士坦丁堡處於歐洲、亞洲交匯點，自古以來就是世界各地商船匯集的地方，也是絲綢之路的一個終點，發達的國際轉口貿易
2455,合不勒汗
2456,高句麗
2457,忽必烈
2458,民國15年
2459,49.3萬人
2460,巴納德
2461,量子光學
2462,糧食
2463,哈德遜河
2464,全國地圖正保御國繪圖
2465,民國3年6月24日，北京政府發布《劃一令》，在滇水道、蒙自道、普洱道、騰越道各地設置觀察使。民國16年
2466,投保人
2467,主序帶的階段
2468,坎貝爾
2469,港島區
2470,1230年
2471,實權仍掌握在他們的母親手中
2472,《中華人民共和國憲法》
2473,
2474,打比賽
2475,中村法道
2476,汕頭
2477,鐵穆爾
2478,391年
2479,英國精神醫學期刊
2480,1849年
2481,23年
2482,13小時
2483,氦
2484,戰基處營區土地
2485,忽必烈
2486,巴西爾二世
2487,黑死病
2488,5月23日
2489,卡胡盧伊
2490,硫化氫
2491,氮化硫
2492,1976年
2493,1972年
2494,都市計劃
2495,角動量
2496,波雷索夫
2497,止痛
2498,6位
2499,會稽虞氏
2500,煤煙消除
2501,公民化
2502,宏碁
2503,國民政府時期
2504,海因里希·赫茲
2505,維多利亞時期
2506,朱[UNK]
2507,
2508,匹茲堡
2509,威廉·赫歇爾
2510,格子型系統，1960年華山路開闢完成，亦已不再配合彰化古城橢圓形狀修築，改採直線處理。彰化市境內有2條國道高速公路通過，中山高速公路
2511,《動員戡亂時期臨時條款》
2512,黑水
2513,1989年
2514,花垣鎮
2515,東部
2516,毒品一向素有「模特最愛」，而且毒品
2517,7%
2518,韓國
2519,代表她連開28場與30場演唱會，事業如日中天
2520,莫斯科，與蘇聯交涉日內瓦世界和平會議事宜前，和蘇聯領導人酒宴
2521,泰國
2522,農民階層
2523,孔恩
2524,索契
2525,比利時
2526,重慶理工大學
2527,臺灣獨立
2528,新天皇光明天皇
2529,托木斯克
2530,葛摩
2531,1905年
2532,《臺灣自救運動宣言》
2533,詳細規劃
2534,十億年
2535,1486年
2536,英國
2537,1970年代
2538,1500公里
2539,南極條約體系一年一度的「南極條約協商會議
2540,布里亞特人
2541,建炎二年
2542,民國17年1月
2543,
2544,前279年
2545,中國大陸
2546,西元前1534年
2547,斯壯羅山
2548,1899年和1906年
2549,釋迦牟尼住世
2550,1960年代
2551,1640年
2552,政府財政撥款
2553,威尼斯人
2554,東涌線
2555,由於梅艷芳是女低音
2556,1841年2月10日
2557,1999年
2558,2005年7月21日
2559,西元977年編的太平廣記是古代小說總集，該書描寫一千多年前戰國時代
2560,國家預防腐敗局
2561,自然界中的風速並不穩定
2562,大學生研究計劃
2563,明治三十九年
2564,1994年
2565,王亞南
2566,捷船街
2567,八零年代
2568,1234年
2569,日本
2570,瑞派克路
2571,晶片廠
2572,第二代
2573,中國立法
2574,康熙三十二年
2575,重工業
2576,臺灣郵政總局
2577,1952年
2578,多達15位的政治反對領袖遭到執政政府的暗殺
2579,魚雷
2580,1917年十月革命
2581,
2582,
2583,公元1世紀
2584,2016年2月22日
2585,無法續用「臺北」之名作為升格後的名稱，臺北縣政府因而對外徵求改制後的新市名，並舉行網路投票
2586,磁力線
2587,興十一年
2588,幻境中
2589,臭氧層
2590,日本青年社
2591,廣東籍
2592,羅馬帝國
2593,自由派
2594,1990年代
2595,秋明州
2596,倫敦煙霧事件
2597,賓州
2598,自由
2599,社會主義
2600,不穩定性
2601,北方太平洋品種的大馬哈魚常於9－10月回到黑龍江、烏蘇里江等河中產卵
2602,亨利克萊
2603,歐美國家
2604,濟州島
2605,赫爾伯特·查普曼
2606,噪音過大
2607,廿八歲
2608,濟南
2609,
2610,印度國民軍士兵大審判
2611,約瑟夫·阿洛伊修斯·拉辛格
2612,東沙離島研究站
2613,2比1
2614,人民議院
2615,1861年
2616,
2617,領土主權
2618,1953年12月
2619,被子植物
2620,3月4日
2621,曼莫漢·辛格
2622,刺激性
2623,七七事變
2624,激進黨
2625,1895年
2626,99年12月25日
2627,黑森邦
2628,濟州島
2629,拒絕投降
2630,君臣同治
2631,1600分
2632,狄拉克
2633,失分
2634,第一次鴉片戰爭
